,Account Management,Billing & Payments,Complaints,"Discounts, Offers, Promotions",Disputes,Fees and charges,Fraud,"Modifications, Cancellation and Refunds",Ordering Process,Product or Service Details,Product or Service Quality issues,Purchase Pricing Enquiry,Scheduling Appointments,Shipping  & Order Status,Warranty & Repairs,Website Issue
Scheduling Appointments,-0.950240382928,-0.982469744167,-1.48191150628,-1.33349166323,-1.11481085077,-1.40229123518,-1.10707803663,-1.55046452147,-1.12644128047,-1.23511216357,-1.282425086,-1.63701526407,0.633268809088,-1.20212307741,-1.18182388215,-1.246946306
"Modifications, Cancellation and Refunds",-2.80945275288,-1.50630663054,-1.26002042182,-1.59006072841,-1.01500478807,-1.77743777673,-1.42027014395,-0.069971425157,-1.45859195125,-1.5600770939,-1.08853808146,-0.498388129009,-0.841119883229,-2.1239761451,-1.93308911146,-1.63985710161
Account Management,0.339029412901,-0.870469635601,-1.14537299697,-0.881577707831,-1.19686040954,-1.38672512821,-1.0733135042,-1.22090955151,-1.47548627591,-1.36701328333,-1.59835815222,-2.40860505061,-1.26853214445,-1.86693652267,-0.903376188958,-1.50194052684
"Discounts, Offers, Promotions",-1.95293823526,-1.3632405414,-1.041166863,0.899918349892,-1.38998619036,-1.79424926295,-1.07911635038,-1.06712188302,-1.04583654723,-0.998916212179,-1.33709588578,-0.920291027545,-1.09371676243,-1.35679205082,-0.771236425782,-0.941075412486
"Discounts, Offers, Promotions",-1.12742517813,-1.83219860947,-1.2987506259,0.587751962764,-1.3145888525,-2.08203968919,-1.36403482094,-1.11231254893,-1.31106497094,-1.61717994531,-2.05538526934,-1.38905045027,-1.58690129684,-2.04325073653,-1.10153547062,-1.40742627798
Product or Service Quality issues,-1.23003337444,-1.18008345365,-1.13999908951,-1.63298303109,-1.45116760483,-1.81892066354,-1.33666567298,-1.34510852524,-1.40527138585,-1.28516667607,0.845529745559,-1.13269080625,-0.785475588994,-2.23733353672,-1.25339949009,-1.60224817859
Account Management,-0.171693154636,-0.216617427868,-1.3905164102,-0.687326763216,-1.03420940644,-1.14919890231,-1.35271627748,-1.41902952483,-1.06120196322,-1.72316797623,-1.05255613804,-2.15990827692,-1.65446446811,-2.39984242898,-0.976920710069,-0.926699659631
Product or Service Quality issues,-1.2079054289,-1.33701094622,-1.33784827756,-1.52203570693,-1.0403090849,-1.27177492252,-1.12188750515,-2.0975772963,-1.18062900717,-1.23410262013,0.309867080185,-0.578472640329,-1.25980947974,-1.30951989933,-0.943891692907,-1.26469962399
Billing & Payments,-2.24617644717,1.08825787621,-1.02165609805,-1.25886082446,-1.1068817537,-1.33852999858,-1.01886512115,-1.17346652559,-1.08893711124,-1.493932405,-0.837218010429,-1.27093319062,-1.48314461955,-1.74911885185,-1.50223614163,-0.676209520433
Product or Service Quality issues,-1.448228159,-1.45072928328,-1.13060602736,-1.01112968455,-1.57721141152,-1.83939605909,-1.08094359533,-1.85952924532,-1.15127380974,-1.11575789204,0.873675922142,-1.54302682225,-1.03577293452,-1.1797404529,-1.51369141289,-1.37915144151
Account Management,0.655105909707,-1.57528546174,-1.39379179401,-1.22778599484,-1.78324575653,-1.33964964722,-1.09802491709,-0.214308897254,-1.22503781844,-1.32301655435,-1.4016296458,-1.53599980722,-1.67207335144,-1.64116446118,-1.58892667656,-1.32499843878
Disputes,-0.95456716303,-1.17644399339,-1.14514083237,-1.21635166612,-0.629694659374,-0.774636028018,-0.990690348531,-1.32285117647,-1.06964614851,-1.43554628213,-0.931764927757,-1.65700537903,-0.76411145038,-1.42983790719,-1.56293554768,-1.13860455284
Shipping  & Order Status,-0.933611631913,-1.34322537792,-1.12728791249,-1.28779963724,-1.08697878227,-1.53807321615,-1.1900397528,-0.917947115243,-0.672249087034,-1.09289311386,-1.59835380878,-1.44639218263,-0.973246516598,0.295022622357,-1.15542112121,-0.751448209755
Shipping  & Order Status,-0.857529969814,-0.684768230872,-0.997346709137,-1.6268071594,-1.30632508875,-1.33861074919,-0.948853920044,-1.33977254834,-0.739730091346,-0.296362888785,-1.18166581235,-1.33213030056,-1.0591877462,-0.14256574039,-1.18837323683,-0.9817971641
"Modifications, Cancellation and Refunds",-1.22025617189,-1.6511316775,-1.18916642956,-1.73535953499,-1.69109540724,-1.66786157092,-1.12856609479,1.11618163451,-1.20379024778,-1.51541730051,-1.92778843718,-1.63117871459,-1.47203204741,-1.72866861324,-1.49186064454,-1.36962342246
Fees and charges,-0.833923623086,-1.86859241441,-1.05738830495,-1.80686951041,-0.685187775291,0.561660894726,-1.37500089358,-0.468170873263,-1.53128542713,-1.28863439015,-0.813516412552,-1.42671318386,-1.28864396105,-1.3461940981,-2.03135197439,-1.36191654803
Fees and charges,-1.11906458516,-2.05616115665,-1.07988137763,-1.76514063527,-0.54841154852,0.393797100594,-1.05264551486,-1.62401064611,-1.15300218869,-1.10610975966,-1.21794898029,-1.04578150281,-1.07635924559,-1.40943146943,-1.02437168091,-1.07595484412
Billing & Payments,-1.34530522346,0.770007544751,-1.14539908996,-1.01327189676,-1.07452198125,-1.79455426999,-1.12954944561,-1.48151524398,-1.18080797431,-1.50651193725,-1.28087124284,-1.50296241687,-1.50615284437,-1.55501330601,-1.6311610814,-1.08464026814
"Discounts, Offers, Promotions",-2.30620132518,-1.4823524408,-0.968084297689,0.994012193708,-1.47893394935,-1.39467912402,-0.925051126732,-1.10839969929,-0.943425536212,-0.913288367688,-1.24873395995,-1.1581203072,-1.16920595019,-1.15510021578,-0.846818213494,-0.972928853261
Account Management,0.871954228856,-1.66056581099,-1.22964122402,-1.39146402074,-0.92430753786,-1.57449528975,-1.18580294554,-0.785202179548,-1.058641036,-1.0683772955,-0.921953313715,-1.5398245225,-1.28810475607,-1.24181425413,-1.09330776646,-1.45396580361
Purchase Pricing Enquiry,-0.421680526173,-0.422317433398,-1.303652149,-1.45673797538,-1.41330472261,-1.86865631076,-1.18409316382,-1.41558826387,-1.15462667166,-1.15600108684,-1.5047049212,0.419023264414,-1.21311532704,-0.749668919342,-1.41761475872,-1.2014479617
Product or Service Details,-0.986874553931,-1.05523762646,-0.879621412411,-1.176443265,-1.03001005677,-1.09414206501,-0.804916955777,-1.36657706707,-0.903049997914,0.249383815465,-1.05330569898,-1.04569968078,-1.03231920442,-1.13749348138,-1.02059941928,-0.743421496763
"Discounts, Offers, Promotions",-1.88971891964,-1.16600433721,-1.24640122666,0.111110378456,-1.25536916399,-1.26478985763,-1.22520471564,-1.06740329354,-0.724834590606,-1.60795043329,-1.29950483222,-1.20074050068,-1.43216930813,-0.793391688039,-1.43879287423,-0.676974003128
Product or Service Details,-0.876744211801,-0.947666502079,-0.848647594308,-1.28341938298,-1.00954558079,-1.10227581361,-0.746274647715,-1.43477227869,-0.87283702059,-0.155776102294,-1.07067508021,-1.05376573249,-1.04814357659,-0.78630045465,-1.02059941928,-0.792693390795
"Modifications, Cancellation and Refunds",-1.34448602621,-1.06693413801,-1.02761247483,-1.08871025485,-0.369937869566,-1.73802070914,-0.877626670236,-0.352675857067,-1.04534089194,-0.765499964257,-1.39827126662,-1.21057969201,-1.0578115484,-1.14260424496,-1.2117118693,-1.11848098899
Account Management,1.14548708839,-0.991004563401,-1.03991450129,-1.34078643558,-1.20184354834,-1.04077436254,-1.01393917603,-1.52287640917,-1.02632016877,-1.03043047766,-1.78830399867,-1.0875208316,-1.12030384158,-1.12721858603,-0.999114023359,-1.1149466902
Account Management,0.702555419041,-1.83933553761,-0.949566825034,-1.50996412102,-1.38246879924,-1.088664154,-0.920546117772,-1.29492142567,-0.924013576825,-0.896828303177,-1.14550617629,-1.07389226997,-1.30785457241,-1.03642772221,-1.34455178522,-1.35807252995
Account Management,0.93634160634,-0.975538883551,-1.37775666336,-1.53986990993,-1.26486088769,-1.27027991161,-1.12116927278,-1.6528462465,-1.43031690012,-1.2962552968,-1.50238537212,-1.63489200588,-1.17572866714,-1.15883037163,-1.20280172036,-1.54112286693
Shipping  & Order Status,-1.26273660402,-1.55827571353,-1.02222987773,-0.484510783377,-1.66339899583,-1.65912685967,-1.02127436355,-0.941352204926,-0.772613696658,-1.39475442479,-1.47830540763,-1.29699986029,-1.24133284875,-0.440766119115,-1.31596426039,-0.70245138736
Billing & Payments,-1.45802786838,0.564486655328,-1.45319282339,-1.4814532471,-1.30548210272,-1.12235461808,-1.33495872652,-0.604753369621,-1.31096915629,-2.08244448027,-1.67326905973,-2.82262107453,-1.90727903166,-1.80738930487,-1.14907276791,-1.35470812515
Billing & Payments,-2.50426987738,1.28171019106,-1.12318370891,-2.07869987185,-1.28135954507,-1.86836522688,-1.23008814613,-1.74968544343,-1.02971132818,-1.28939637982,-1.18624017712,-1.89436929039,-1.18361879848,-1.88536662025,-1.0237033718,-1.01381222213
Fees and charges,-2.06541671284,-1.28484088994,-1.06764205957,-2.11844060763,-0.248084711458,0.513658305957,-0.9191480817,-1.65850387525,-1.11713175928,-1.15010030156,-0.945610389802,-1.82562903527,-1.80278765189,-1.58209676805,-0.993595150378,-1.19238607643
Fees and charges,-1.02182381557,-1.78016732069,-1.18357946828,-2.11743658503,-1.06441086687,1.08241780627,-1.10934050556,-1.13557117836,-1.20305000532,-1.31052284491,-1.45707556671,-1.60386845455,-1.31661575237,-1.53969973017,-1.33198663592,-1.33522260527
Purchase Pricing Enquiry,-1.97934767774,-1.82666428165,-1.15778677344,-1.03602430455,-0.997141461587,-1.77359317225,-1.16801033658,-1.2300076947,-1.34034406766,-1.49622077076,-0.22632981591,-0.201109155194,-0.798110793333,-0.978021308371,-1.1633918508,-1.46766369724
Billing & Payments,-0.744806194652,0.32510735147,-0.827739301982,-1.35111529516,-1.36069014052,-1.31983282935,-1.0761668018,-1.75323603165,-1.13637331078,-1.19570940175,-1.26006014919,-1.48030915238,-1.24522248469,-1.29270333798,-1.22098219898,-1.19028653098
Billing & Payments,-0.584564756153,-0.134481599046,-1.66194454274,-0.935208950711,-0.588588786301,-1.15815540773,-1.10777815293,-1.26327553216,-1.28277546415,-1.74804438783,-1.34784044526,-1.51312135273,-1.76832499905,-1.24610608942,-1.2236851718,-1.42459705373
Fraud,-1.11170809742,-0.892747336381,-0.966773458039,-1.12964629258,-0.983975148976,-0.776072288523,0.124668659891,-1.17109989596,-0.936521372769,-0.969655347337,-1.04602378408,-0.896728972403,-1.05773757775,-1.18480781535,-1.21398954386,-0.908370926923
Purchase Pricing Enquiry,-1.05108589204,-1.20126083463,-1.15648560428,-0.958698710844,-1.43545398641,-1.23087388466,-1.15509174863,-1.68681658639,-1.18845624219,-1.0184632887,-1.40257424521,0.147172251496,-1.06573491015,-1.05414507362,-1.51819914203,-1.232873367
Disputes,-0.811134374179,-0.495396022315,-1.71736621729,-0.721759019053,-0.33064033638,-1.51154767924,-0.824122611797,-1.8411550151,-0.97210236503,-0.976181098233,-1.13580583122,-0.786045534893,-1.48924431536,-0.740409477132,-0.841847475004,-1.12554779356
Billing & Payments,-1.23718842755,0.736168300367,-1.17351102787,-1.57348384457,-1.3452490355,-1.0119495886,-1.06566252224,-1.37900717104,-1.12310654319,-1.7882482697,-1.59291690683,-1.22911299088,-1.52563983915,-1.01724656025,-1.65249089988,-1.29408913108
Disputes,-1.04637044871,-0.887351235427,-1.22035078058,-1.51545248982,0.017999734748,-0.717823297756,-1.19866397885,-1.20043167279,-1.14523339458,-1.74371579757,-1.58465228276,-1.82535664476,-1.55985644356,-1.55426878528,-1.38419136339,-1.24041702485
Disputes,-2.02863873792,-0.268966115095,-1.15652844159,-1.71026218939,0.197364705335,-0.531473388976,-1.10886568306,-1.46160050396,-1.16611159683,-1.30200763716,-1.38674777052,-1.50064279048,-1.71209920132,-1.72202503227,-0.900087395715,-1.14120743441
"Modifications, Cancellation and Refunds",-1.40610102033,-0.506807918901,-1.15790367822,-1.04624370481,-0.924393647731,-1.11018346287,-1.08902496369,-0.00953906299401,-1.24121777849,-1.06767696552,-1.37675007942,-1.4102621749,-1.19237966398,-1.24362973875,-1.26188572929,-1.42086445758
Ordering Process,-0.880292385575,-0.680967670344,-0.930859118455,-0.90302198092,-1.00075077776,-0.985111411833,-0.813996421556,-1.23140784085,-0.365445297644,-0.714761724788,-0.977093129793,-1.159292513,-1.08435501906,-1.06978803148,-1.15351801431,-0.853577985071
Purchase Pricing Enquiry,0.383676782463,-1.10448941908,-1.36329329679,-1.16597913372,-1.61356541287,-1.7909434834,-1.24593870145,-1.80879759191,-1.29005404467,-1.35138058435,-1.25219585848,0.406446615945,-1.32141713603,-1.4849191499,-1.37636723577,-1.37950425318
Account Management,1.35542403368,-2.0174889576,-1.17659273597,-1.41552576393,-1.18908286034,-1.80011826125,-1.12201236591,-1.86222231323,-0.883175198822,-1.34965465644,-0.997624510279,-1.42087284245,-1.37406721777,-1.26299789443,-1.62036889581,-1.17913634909
Purchase Pricing Enquiry,-0.8576895881,-0.833099938635,-1.08517686784,-1.83175063442,-1.10058636817,-1.4711902849,-1.0079821012,-1.07205574832,-0.999189538266,-1.14149410134,-0.502728417495,0.148032943183,-1.16811743344,-1.26892738177,-1.3615893104,-0.977688472499
Disputes,-1.04773803296,-0.120077729634,-1.1680392162,-1.3839752626,-0.0502603100661,-1.9415180743,-1.06947284953,-1.55598263807,-1.25810371704,-1.35437328997,-1.52345760914,-2.04165999585,-1.90602146239,-1.30429872787,-1.07589099556,-1.45174215822
Account Management,1.70696856208,-1.29519522223,-1.27759354994,-1.19645969655,-1.46687283637,-1.85443494774,-1.15876809259,-1.33243063861,-1.2954278275,-1.4981589837,-1.02442740708,-1.50689966441,-1.69722078106,-1.48298765034,-1.315194613,-1.56957788888
Account Management,0.369711457986,-0.828424589493,-1.16681088367,-1.61809465602,-2.32354685908,-0.922481188654,-0.824338283903,-1.14842073168,-0.952545579383,-1.083066089,-1.73576009827,-1.39044212384,-1.26357324297,-1.10589656045,-1.25258080311,-1.24116133653
Account Management,1.01971609806,-0.762383425734,-1.3704212525,-1.12520212117,-1.24470161819,-1.68128437279,-1.09540967985,-1.5371517078,-1.27342324478,-1.7469290738,-2.60480192065,-1.56072160601,-1.48552833543,-1.49507331893,-1.10516801845,-1.4325139022
Billing & Payments,-1.1331014507,0.623166501165,-1.37683196957,-1.4197781821,-1.01511563223,-1.4203249437,-1.3384422662,-1.2921927316,-1.35208118974,-2.24994596077,-2.23999172826,-1.88145112366,-1.69774298731,-1.93675693606,-1.29792986391,-1.57208360754
"Discounts, Offers, Promotions",-1.22088592415,-0.903679649781,-1.31703068762,0.080233513958,-2.16104977929,-1.00717817945,-1.17617942742,-1.46905176397,-1.15568403301,-1.51219846098,-2.06617195945,-1.32642991538,-1.22693464367,-1.21043539272,-1.25369663958,-1.3360131657
"Modifications, Cancellation and Refunds",-1.81684617356,-0.989305294472,-1.12142764436,-1.77659741489,-1.60076408419,-1.72418175637,-1.1269943877,1.35673060274,-1.12074395417,-1.68207178407,-1.81336294492,-1.74302112799,-1.41488551389,-1.46286394275,-1.21142643472,-1.22819009738
Account Management,0.332697293447,-1.13625971377,-1.38706325768,-0.320626827446,-1.12603213694,-1.95056939875,-1.40893026044,-1.59376143593,-1.30192705876,-1.77483843969,-1.86870533124,-1.41512297059,-1.15733113083,-1.47001683086,-1.60695928953,-1.29126399117
"Discounts, Offers, Promotions",-2.20384554829,-0.990265606498,-1.1953017859,1.31519616277,-1.381840072,-1.76501427779,-1.11595908189,-2.04749295238,-1.08110038239,-1.55163785223,-1.32170133433,-2.65504089152,-1.79274360969,-1.49527494704,-1.14174025985,-1.15638444107
"Discounts, Offers, Promotions",-1.04548395786,-1.14275987663,-0.97235373145,1.29092622904,-1.17140997518,-1.82991894291,-0.96613231627,-1.87658036762,-1.12700550625,-1.16100504771,-1.52327325505,-2.06236173269,-1.52969584446,-1.65386663882,-1.16206204481,-1.09343923433
Shipping  & Order Status,-2.14488471947,-1.64975137981,-1.17035273449,-0.968834956979,-1.63943343075,-1.52090766878,-1.27206533761,0.0530924111283,-0.967336773616,-1.10045099975,-1.60884766012,-1.87156930444,-1.44650948393,0.74774375282,-1.46418610358,-0.978787306291
Fees and charges,-1.32294439255,-0.885063879134,-1.07513253761,-0.34217310136,-1.17415895611,-0.0529087402674,-1.1574125315,-0.48303069297,-1.030818111,-1.22956392168,-1.3937975899,-1.66449567834,-1.46816337414,-1.36959159054,-1.72746118581,-1.1692726602
Purchase Pricing Enquiry,-1.43197613571,-1.76139377694,-1.04504456629,-0.536061985056,-0.990678160776,-1.80330687961,-0.966820927719,-1.65241231566,-1.0043561488,-1.3324453695,-0.531962366221,0.23943752044,-1.27284366756,-1.40528560621,-0.973801967735,-0.999766333373
Purchase Pricing Enquiry,-1.59676662539,-0.332452938526,-1.08327892143,-0.987769283848,-1.31810503608,-1.51153343339,-1.121165807,-1.30561175367,-1.24354294569,-1.3694344195,-1.15051509785,0.0673484708803,-2.255489498,-1.43974979886,-1.54329225372,-1.23483844343
Shipping  & Order Status,-1.64975302041,-1.37711896945,-1.10268629149,-1.14466395948,-1.17364814683,-1.22684581676,-1.18806009008,-1.19386205918,-0.638082844129,-1.47451325185,-1.02586961213,-0.867359275532,-1.46266154804,1.0761881501,-1.15096274674,-1.07198849639
Scheduling Appointments,-1.69411152942,-1.39567034527,-1.02590310367,-1.39209010069,-1.03547748945,-1.70473488467,-1.26713855052,-1.08870871071,-1.22559693302,-1.44509133002,-1.15236222809,-0.568679695653,0.382569813681,-1.54545742153,-1.29031426076,-1.22824075708
Fees and charges,-1.02076875425,-1.27990384722,-1.1045714545,-1.39745517171,-1.08996986529,0.283220437537,-1.01503938959,-1.36166901518,-0.960514380388,-1.10895282335,-1.20661661589,-1.11926599642,-1.07229161135,-1.30066954711,-1.64122032617,-1.03904493094
Scheduling Appointments,-0.449150245374,-1.78685936111,-1.15555422501,-1.43065817387,-1.19274630134,-1.85373331184,-1.17845261205,-1.50701763855,-1.15615323406,-1.39145151636,-0.711945192574,-0.655672948177,-0.222413612313,-1.53980762748,-1.31463738633,-1.37026042253
"Discounts, Offers, Promotions",-1.97368532233,-2.02356524283,-1.18765557531,1.28630135491,-1.45561141472,-1.57437734337,-1.12408702724,-1.77477673819,-1.06123899044,-1.87503756386,-1.30241219758,-1.3305671097,-1.58211826716,-1.34824025199,-0.969820805931,-1.16005304418
"Discounts, Offers, Promotions",-1.39280240677,-1.80460558542,-1.23104344428,1.48294788653,-1.77746902045,-1.78321817124,-1.21234739477,-1.87125407167,-1.05793220377,-1.43669053274,-1.58004272622,-1.13685217148,-1.17084992451,-1.23605286005,-1.5458270939,-1.16895265764
Account Management,1.58860271791,-1.19997292076,-1.28521501414,-1.33065704136,-1.47675550828,-1.80185831034,-1.21337407526,-1.61280027759,-1.20365161733,-1.6183596883,-1.69144845479,-1.5121175162,-1.38679583884,-1.32887228202,-1.67440304377,-1.62088072613
Billing & Payments,-1.99889268065,1.23358473006,-1.23642380483,-1.45347911375,-0.985415164677,-1.39273923971,-1.33370225499,-1.41656484901,-1.17535438442,-1.59023272226,-1.43155750943,-2.16177033526,-1.47367872641,-1.9767759201,-0.714896921745,-1.35010311232
"Modifications, Cancellation and Refunds",-0.656883478792,-1.7229038946,-1.11020184258,-1.06926814248,-1.48811956444,-2.15319240267,-1.38193077531,1.15812981984,-1.39245937769,-1.64860638392,-2.21425399124,-1.86927564033,-1.44972791415,-1.71433540477,-1.40613279321,-1.41513713859
